CODESTUDIANTE,ESTP_FECHAINGRESO,CREDITOSAPROBADOS,UBICACION_SEMESTRAL,PROMEDIO_GENERAL,PROGRAMA,JORNADA,GENERO,FECHA_NACIMIENTO,CODIGOCIUDADR,CIUDADRESIDENCIA,ESTRATO,TIENE_SISBEN,INFE_VIVECONFAMILIA,INFE_SITUACIONPADRES,INFE_NUMEROFAMILIARES,INFE_NUMEROHERMANOS,INFE_POSICIONENHERMANOS,INFE_NUMMIEMBROSTRABAJA
184947,12/05/2025 8:42:12 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,F,11/08/2007 12:00:00 a. m.,68307,GIRON,1,1,1,VIVOS Y SEPARADOS,5,2,1,1
184954,12/05/2025 8:42:13 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,10/06/2006 12:00:00 a. m.,68307,GIRON,1,0,1,VIVOS Y SEPARADOS,3,2,1,2
184958,12/05/2025 8:42:13 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,F,26/12/2008 12:00:00 a. m.,68307,GIRON,3,1,1,VIVOS Y CONVIVEN,4,2,2,2
184955,12/05/2025 8:42:13 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,17/12/2007 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y CONVIVEN,4,2,1,1
184951,12/05/2025 8:42:13 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,F,10/10/2007 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y SEPARADOS,1,2,3,1
184949,12/05/2025 8:42:13 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,11/11/2007 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y CONVIVEN,4,1,2,1
184953,12/05/2025 8:42:13 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,10/05/2007 12:00:00 a. m.,68307,GIRON,1,1,1,VIVOS Y CONVIVEN,4,2,1,2
184957,12/05/2025 8:42:13 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,1/10/2007 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y SEPARADOS,3,1,1,0
184952,12/05/2025 8:42:13 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,3/12/2007 12:00:00 a. m.,68307,GIRON,2,0,1,VIVOS Y CONVIVEN,4,1,1,1
184956,12/05/2025 8:42:13 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,15/04/2007 12:00:00 a. m.,68307,GIRON,1,1,1,,6,4,2,2
184950,12/05/2025 8:42:13 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,16/02/2008 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y CONVIVEN,4,1,2,2
185081,13/05/2025 2:58:59 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,1/02/2008 12:00:00 a. m.,68547,PIEDECUESTA,3,1,1,VIVOS Y CONVIVEN,6,2,1,2
185111,13/05/2025 5:12:09 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,15/08/2008 12:00:00 a. m.,68307,GIRON,1,1,1,VIVOS Y SEPARADOS,2,0,1,1
185112,13/05/2025 5:12:09 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,19/10/2005 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y CONVIVEN,4,2,3,1
185109,13/05/2025 5:12:09 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,27/10/2005 12:00:00 a. m.,68547,PIEDECUESTA,2,1,1,VIVOS Y CONVIVEN,6,3,2,2
185110,13/05/2025 5:12:09 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,25/07/2005 12:00:00 a. m.,68615,RIONEGRO,1,1,1,MADRE VIVA - PADRE DIFUNTO,4,2,2,2
185113,13/05/2025 5:12:09 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,10/06/2007 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y CONVIVEN,4,2,3,3
185114,13/05/2025 5:12:10 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,6/06/2007 12:00:00 a. m.,68307,GIRON,,0,0,,,,,
185115,13/05/2025 5:12:10 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,F,13/12/2007 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y SEPARADOS,4,1,1,1
185209,14/05/2025 3:49:19 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,2/07/2002 12:00:00 a. m.,68307,GIRON,3,1,1,VIVOS Y CONVIVEN,4,2,1,1
185212,14/05/2025 3:49:19 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,7/04/2005 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y CONVIVEN,4,1,3,2
185219,14/05/2025 3:49:19 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,24/06/2005 12:00:00 a. m.,68547,PIEDECUESTA,1,1,1,VIVOS Y CONVIVEN,5,3,3,2
185208,14/05/2025 3:49:19 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,24/07/1976 12:00:00 a. m.,68307,GIRON,3,1,1,DIFUNTOS,3,1,2,1
185215,14/05/2025 3:49:19 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,13/05/2006 12:00:00 a. m.,68307,GIRON,3,1,1,VIVOS Y SEPARADOS,3,,,1
185210,14/05/2025 3:49:19 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,12/01/2008 12:00:00 a. m.,68001,BUCARAMANGA,3,1,1,VIVOS Y SEPARADOS,4,3,3,1
185216,14/05/2025 3:49:19 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,7/04/1999 12:00:00 a. m.,68307,GIRON,2,0,1,VIVOS Y CONVIVEN,4,1,1,2
185207,14/05/2025 3:49:19 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,8/02/2005 12:00:00 a. m.,68307,GIRON,1,0,0,,,,,
185218,14/05/2025 3:49:19 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,12/07/2005 12:00:00 a. m.,68001,BUCARAMANGA,,0,0,,,,,
185213,14/05/2025 3:49:19 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,22/06/2000 12:00:00 a. m.,68307,GIRON,3,0,0,,,,,
185217,14/05/2025 3:49:19 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,24/01/2000 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y SEPARADOS,2,0,0,1
185211,14/05/2025 3:49:19 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,24/05/2001 12:00:00 a. m.,68307,GIRON,3,1,1,MADRE VIVA - PADRE DIFUNTO,4,1,1,2
185214,14/05/2025 3:49:19 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,2/08/2006 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y SEPARADOS,,7,6,2
185220,14/05/2025 3:49:19 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,15/09/1998 12:00:00 a. m.,68547,PIEDECUESTA,3,1,1,PADRE VIVO - MADRE DIFUNTA,4,3,3,3
185226,14/05/2025 3:49:20 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,13/04/2000 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y CONVIVEN,5,3,1,2
185222,14/05/2025 3:49:20 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,F,9/09/2005 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y SEPARADOS,4,5,1,3
185225,14/05/2025 3:49:20 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,2/01/2002 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y SEPARADOS,5,3,2,2
185227,14/05/2025 3:49:20 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,5/07/2006 12:00:00 a. m.,68547,PIEDECUESTA,,0,0,,,,,
185221,14/05/2025 3:49:20 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,1/02/2003 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y CONVIVEN,4,1,2,2
185223,14/05/2025 3:49:20 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,29/03/2006 12:00:00 a. m.,68307,GIRON,1,0,0,,,,,
185224,14/05/2025 3:49:20 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,16/09/2003 12:00:00 a. m.,68307,GIRON,2,1,0,,,,,
185235,14/05/2025 3:51:02 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,12/01/2004 12:00:00 a. m.,68307,GIRON,1,0,1,VIVOS Y SEPARADOS,3,4,3,1
185234,14/05/2025 3:51:02 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,F,18/04/2006 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y CONVIVEN,4,1,1,2
185236,14/05/2025 3:51:02 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,4/09/2007 12:00:00 a. m.,68001,BUCARAMANGA,3,1,1,VIVOS Y SEPARADOS,2,0,,1
185237,14/05/2025 3:51:03 p. m.,3,1,"3,7",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,5/08/2004 12:00:00 a. m.,68655,SABANA DE TORRES,3,1,1,VIVOS Y SEPARADOS,3,4,4,2
185390,15/05/2025 5:22:07 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,17/06/2008 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y CONVIVEN,4,1,2,2
185392,15/05/2025 5:22:07 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,8/09/2006 12:00:00 a. m.,68547,PIEDECUESTA,3,1,1,VIVOS Y SEPARADOS,4,0,1,1
185391,15/05/2025 5:22:07 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,22/01/2007 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,VIVOS Y CONVIVEN,4,1,,3
185395,15/05/2025 5:24:34 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,9/05/2000 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y CONVIVEN,4,1,1,2
185396,15/05/2025 5:24:34 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,17/08/2005 12:00:00 a. m.,68307,GIRON,1,1,0,,,,,
185397,15/05/2025 5:24:34 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,13/06/1993 12:00:00 a. m.,68307,GIRON,3,0,1,VIVOS Y CONVIVEN,6,3,3,2
185531,19/05/2025 4:59:03 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,2/11/2006 12:00:00 a. m.,68307,GIRON,1,0,1,VIVOS Y SEPARADOS,6,3,2,5
185534,19/05/2025 4:59:03 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,F,26/02/2005 12:00:00 a. m.,68307,GIRON,3,1,1,VIVOS Y SEPARADOS,3,1,1,1
185530,19/05/2025 4:59:03 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,9/04/2007 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y CONVIVEN,3,3,4,1
185533,19/05/2025 4:59:03 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,25/01/2006 12:00:00 a. m.,81736,SARAVENA,1,1,1,VIVOS Y CONVIVEN,6,4,4,2
185529,19/05/2025 4:59:03 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,19/10/2005 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,VIVOS Y CONVIVEN,4,1,1,1
185532,19/05/2025 4:59:03 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,28/08/2007 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y SEPARADOS,5,3,1,1
185536,19/05/2025 4:59:04 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,F,17/05/2005 12:00:00 a. m.,68001,BUCARAMANGA,2,0,1,MADRE VIVA - PADRE DIFUNTO,3,2,2,2
185537,19/05/2025 4:59:04 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,21/02/2008 12:00:00 a. m.,68307,GIRON,3,1,0,VIVOS Y CONVIVEN,5,3,3,1
185535,19/05/2025 4:59:04 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,29/07/2007 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y SEPARADOS,3,6,5,1
185545,19/05/2025 5:00:53 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,28/12/1982 12:00:00 a. m.,68001,BUCARAMANGA,1,0,0,,,,,
185542,19/05/2025 5:00:53 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,4/05/1984 12:00:00 a. m.,68307,GIRON,3,1,0,VIVOS Y CONVIVEN,4,1,1,2
185541,19/05/2025 5:00:53 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,7/07/2004 12:00:00 a. m.,68307,GIRON,2,1,1,VIVOS Y CONVIVEN,5,2,2,1
185544,19/05/2025 5:00:53 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,14/06/2006 12:00:00 a. m.,68547,PIEDECUESTA,2,1,1,VIVOS Y CONVIVEN,4,1,2,1
185543,19/05/2025 5:00:53 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,F,17/12/1988 12:00:00 a. m.,68001,BUCARAMANGA,3,1,0,VIVOS Y SEPARADOS,3,5,3,1
185546,19/05/2025 5:00:54 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,14/12/2001 12:00:00 a. m.,68679,SAN GIL,1,1,0,VIVOS Y SEPARADOS,5,2,1,4
185615,20/05/2025 4:15:16 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,4/02/2003 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,MADRE VIVA - PADRE DIFUNTO,3,3,4,1
185619,20/05/2025 4:15:16 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,9/03/2008 12:00:00 a. m.,68081,BARRANCABERMEJA,1,0,0,VIVOS Y SEPARADOS,3,0,,1
185618,20/05/2025 4:15:16 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,8/03/2006 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y CONVIVEN,4,1,1,1
185616,20/05/2025 4:15:16 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,19/01/2008 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y CONVIVEN,5,1,1,3
185617,20/05/2025 4:15:16 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,11/03/2008 12:00:00 a. m.,68077,BARBOSA,1,1,0,VIVOS Y SEPARADOS,3,1,1,1
185621,20/05/2025 4:17:59 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,30/08/2006 12:00:00 a. m.,68406,LEBRIJA,3,1,1,VIVOS Y CONVIVEN,5,2,1,3
185620,20/05/2025 4:17:59 p. m.,9,1,"3,81",TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,27/05/2004 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y CONVIVEN,9,2,1,3
185672,21/05/2025 12:04:48 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,5/10/2002 12:00:00 a. m.,68001,BUCARAMANGA,1,1,0,,,,,
185671,21/05/2025 12:04:48 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,24/08/2007 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y SEPARADOS,4,5,5,4
185677,21/05/2025 12:05:09 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,27/11/2004 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y SEPARADOS,3,2,2,1
185675,21/05/2025 12:05:09 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,F,1/07/1998 12:00:00 a. m.,68001,BUCARAMANGA,2,1,0,VIVOS Y SEPARADOS,1,2,3,1
185678,21/05/2025 12:05:09 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,16/04/2006 12:00:00 a. m.,68547,PIEDECUESTA,3,1,1,VIVOS Y CONVIVEN,4,2,2,2
185676,21/05/2025 12:05:09 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,F,13/10/2005 12:00:00 a. m.,68001,BUCARAMANGA,1,1,0,VIVOS Y SEPARADOS,1,2,1,1
185731,22/05/2025 3:00:28 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,5/08/2006 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y CONVIVEN,5,2,3,2
185738,22/05/2025 3:00:50 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,F,25/06/1993 12:00:00 a. m.,68307,GIRON,1,1,1,VIVOS Y CONVIVEN,4,7,3,1
185737,22/05/2025 3:00:50 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,4/11/2004 12:00:00 a. m.,68307,GIRON,3,1,1,VIVOS Y CONVIVEN,5,2,1,1
185736,22/05/2025 3:00:50 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,23/08/2000 12:00:00 a. m.,68307,GIRON,1,1,0,,,,,
185802,23/05/2025 4:56:53 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,17/05/2005 12:00:00 a. m.,68547,PIEDECUESTA,2,1,1,VIVOS Y SEPARADOS,6,1,1,2
185805,23/05/2025 4:56:53 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,25/09/2008 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y CONVIVEN,4,2,1,1
185803,23/05/2025 4:56:53 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,27/06/2007 12:00:00 a. m.,68432,MALAGA,1,0,0,,,,,
185804,23/05/2025 4:56:53 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,14/05/2007 12:00:00 a. m.,68307,GIRON,1,1,1,VIVOS Y CONVIVEN,5,2,3,2
185925,26/05/2025 4:36:45 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,13/08/2006 12:00:00 a. m.,47245,EL BANCO,2,1,1,VIVOS Y CONVIVEN,4,1,1,1
185926,26/05/2025 4:36:45 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,3/02/2008 12:00:00 a. m.,68307,GIRON,,0,0,,,,,
185924,26/05/2025 4:36:45 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,F,22/02/2007 12:00:00 a. m.,81794,TAME,1,1,1,VIVOS Y SEPARADOS,4,1,1,1
185936,26/05/2025 4:37:17 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,26/05/1999 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y SEPARADOS,4,1,2,2
185937,26/05/2025 4:37:17 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,22/10/2003 12:00:00 a. m.,68689,SAN VICENTE DE CHUCURI,1,1,1,VIVOS Y SEPARADOS,7,5,2,1
185934,26/05/2025 4:37:17 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,7/04/1989 12:00:00 a. m.,68001,BUCARAMANGA,3,1,0,,,,,
185935,26/05/2025 4:37:17 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,23/02/1999 12:00:00 a. m.,68001,BUCARAMANGA,1,0,0,,,,,
186060,27/05/2025 6:00:01 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,25/10/2006 12:00:00 a. m.,68001,BUCARAMANGA,3,1,1,VIVOS Y CONVIVEN,4,3,1,2
186059,27/05/2025 6:00:01 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,31/08/2004 12:00:00 a. m.,68307,GIRON,3,1,1,VIVOS Y SEPARADOS,5,4,1,2
186056,27/05/2025 6:00:01 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,9/02/2002 12:00:00 a. m.,68001,BUCARAMANGA,,0,0,,,,,
186057,27/05/2025 6:00:01 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,26/05/2006 12:00:00 a. m.,68276,FLORIDABLANCA,1,1,0,VIVOS Y SEPARADOS,3,2,1,1
186058,27/05/2025 6:00:01 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,22/08/2005 12:00:00 a. m.,68001,BUCARAMANGA,3,0,1,VIVOS Y CONVIVEN,4,1,1,1
186061,27/05/2025 6:00:01 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,11/10/2006 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y CONVIVEN,5,3,2,3
186104,28/05/2025 5:47:20 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,13/11/2004 12:00:00 a. m.,68001,BUCARAMANGA,2,0,1,VIVOS Y SEPARADOS,2,1,2,1
186108,28/05/2025 5:47:57 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,2/11/2006 12:00:00 a. m.,68547,PIEDECUESTA,1,1,1,VIVOS Y CONVIVEN,7,3,3,3
186110,28/05/2025 5:47:57 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,14/03/1996 12:00:00 a. m.,68307,GIRON,1,1,1,VIVOS Y SEPARADOS,2,2,3,2
186109,28/05/2025 5:47:57 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,24/03/2007 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y SEPARADOS,6,0,0,2
186112,28/05/2025 5:47:57 p. m.,0,1,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,3/12/2005 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y CONVIVEN,4,1,1,3
186111,28/05/2025 5:47:57 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,4/08/2006 12:00:00 a. m.,68276,FLORIDABLANCA,2,1,1,VIVOS Y CONVIVEN,3,1,2,1
186159,29/05/2025 5:18:55 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,DIURNA,M,2/10/2007 12:00:00 a. m.,68547,PIEDECUESTA,2,1,1,VIVOS Y CONVIVEN,4,1,1,1
186160,29/05/2025 5:19:55 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,20/10/2006 12:00:00 a. m.,68001,BUCARAMANGA,2,1,1,VIVOS Y CONVIVEN,3,0,1,2
186161,29/05/2025 5:19:55 p. m.,0,0,0,TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMATICOS,NOCTURNA,M,26/11/2005 12:00:00 a. m.,68001,BUCARAMANGA,1,1,1,VIVOS Y SEPARADOS,3,1,2,2
